,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.17,42.8413270159,1.57079632679,0.555135138645,4.99456676769,1.57079632679,0.279750494786,0.984393768706,3.14159265359,1.0,615.269508085,1.3223787589
1,0.00773358953589,1.17000318071,42.8412211374,1.57149937518,0.555136647812,4.99454111948,1.57682683701,0.279751238689,0.984394458603,3.14168825606,1.0,615.26951494,1.32229751555
2,0.0154670949907,1.17001272263,42.8409035109,1.57220238464,0.555141175206,4.99446417671,1.58285732611,0.279753470344,0.984396528139,3.14178383956,1.0,615.269535502,1.32205394714
3,0.0232004322587,1.17002862506,42.8403741648,1.57290531627,0.555148720507,4.99433594495,1.58888777295,0.279757189594,0.984399976853,3.14187938512,1.0,615.269569771,1.32164853712
4,0.030933517282,1.17005088691,42.8396331458,1.57360813115,0.555159283183,4.99415643351,1.59491815642,0.279762396171,0.984404803976,3.14197487377,1.0,615.269617743,1.32108208597
5,0.038666266026,1.17007950658,42.8386805194,1.5743107904,0.555172862486,4.99392565538,1.60094845542,0.279769089705,0.984411008433,3.14207028659,1.0,615.269679412,1.32035570352
6,0.0463985944962,1.17011448205,42.83751637,1.57501325513,0.555189457457,4.9936436273,1.60697864888,0.279777269717,0.98441858884,3.14216560464,1.0,615.269754772,1.31947079836
7,0.0541304187485,1.17015581087,42.8361408004,1.57571548649,0.555209066923,4.99331036969,1.61300871575,0.279786935625,0.98442754351,3.14226080905,1.0,615.269843816,1.31842906466
8,0.0618616548989,1.17020349009,42.8345539322,1.57641744566,0.5552316895,4.9929259067,1.61903863503,0.279798086737,0.984437870447,3.14235588096,1.0,615.269946534,1.31723246667
9,0.0695922191337,1.17025751637,42.8327559057,1.57711909383,0.55525732359,4.99249026616,1.62506838576,0.27981072226,0.984449567352,3.14245080154,1.0,615.270062915,1.31588322119
10,0.0773220277194,1.17031788588,42.8307468797,1.57782039223,0.555285967383,4.9920034796,1.631097947,0.279824841291,0.984462631623,3.14254555204,1.0,615.270192949,1.31438377838
11,0.0850509970128,1.17038459437,42.8285270316,1.57852130215,0.555317618857,4.99146558225,1.63712729788,0.279840442824,0.984477060351,3.14264011372,1.0,615.27033662,1.31273680132
