,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.17,42.8413270159,1.57079632679,0.556306309809,4.13343456636,1.57079632679,0.27965085879,0.989288758907,3.14159265359,1.0,615.268589688,0.933781843971
1,0.00773358953589,1.17000318071,42.8412211374,1.57149937518,0.55630782216,4.13342783866,1.57808318807,0.279651618229,0.989289336473,3.14167154712,1.0,615.268596691,0.933747422451
2,0.0154670949907,1.17001272263,42.8409035109,1.57220238464,0.556312359106,4.13340765619,1.58536999239,0.279653896492,0.989291069027,3.14175042274,1.0,615.268617698,0.933644169935
3,0.0232004322587,1.17002862506,42.8403741648,1.57290531627,0.556319920326,4.13337402084,1.59265668276,0.279657693417,0.989293956132,3.14182926256,1.0,615.268652707,0.933472122534
4,0.030933517282,1.17005088691,42.8396331458,1.57360813115,0.556330505285,4.13332693576,1.59994320225,0.279663008738,0.989297997061,3.1419080487,1.0,615.268701716,0.933231340367
5,0.038666266026,1.17007950658,42.8386805194,1.5743107904,0.556344113236,4.13326640534,1.60722949392,0.279669842076,0.989303190798,3.14198676328,1.0,615.268764717,0.932921907464
6,0.0463985944962,1.17011448205,42.83751637,1.57501325513,0.556360743218,4.13319243524,1.61451550086,0.279678192951,0.989309536034,3.14206538846,1.0,615.268841707,0.93254393163
7,0.0541304187485,1.17015581087,42.8361408004,1.57571548649,0.556380394055,4.13310503239,1.62180116621,0.279688060771,0.989317031173,3.14214390641,1.0,615.268932675,0.93209754427
8,0.0618616548989,1.17020349009,42.8345539322,1.57641744566,0.556403064359,4.13300420495,1.62908643312,0.279699444838,0.989325674331,3.14222229936,1.0,615.269037613,0.931582900175
9,0.0695922191337,1.17025751637,42.8327559057,1.57711909383,0.556428752529,4.13288996233,1.63637124482,0.279712344349,0.989335463332,3.14230054954,1.0,615.26915651,0.931000177279
10,0.0773220277194,1.17031788588,42.8307468797,1.57782039223,0.556457456751,4.13276231522,1.64365554457,0.279726758393,0.989346395716,3.14237863925,1.0,615.269289354,0.930349576367
11,0.0850509970128,1.17038459437,42.8285270316,1.57852130215,0.556489175,4.13262127551,1.65093927568,0.27974268595,0.989358468735,3.14245655084,1.0,615.269436131,0.929631320765
12,0.0927790434708,1.17045763712,42.8260965573,1.5792217849,0.556523905038,4.13246685639,1.65822238157,0.279760125898,0.989371679355,3.14253426671,1.0,615.269596825,0.928845655979
13,0.10050608366,1.17053700899,42.8234556714,1.57992180185,0.556561644413,4.13229907223,1.66550480568,0.279779077005,0.98938602426,3.14261176931,1.0,615.269771421,0.927992849318
14,0.108232034267,1.17062270437,42.8206046067,1.58062131441,0.556602390466,4.1321179387,1.67278649155,0.279799537934,0.989401499849,3.14268904116,1.0,615.269959901,0.927073189474
15,0.115956812109,1.17071471723,42.8175436144,1.58132028405,0.556646140323,4.13192347266,1.68006738283,0.279821507242,0.989418102238,3.14276606485,1.0,615.270162244,0.926086986079
16,0.123680334142,1.17081304108,42.8142729642,1.58201867231,0.556692890903,4.13171569222,1.68734742321,0.27984498338,0.989435827265,3.14284282306,1.0,615.270378431,0.925034569234
17,0.131402517481,1.170917669,42.810792944,1.58271644078,0.556742638913,4.13149461671,1.69462655653,0.279869964695,0.989454670488,3.14291929853,1.0,615.270608438,0.923916289008
