,vfr,0.00,0.05,0.10,0.30,0.60
52,0.852,0.0,0.2469593258,0.163843658164,0.149035618366,0.296734149156
53,0.853,0.0,0.255105262511,0.17125540771,0.159546025102,0.344187197497
54,0.854,0.0,0.261374400325,0.178823971495,0.1593409644,0.344921895125
55,0.855,0.0,0.269761840738,0.186506796819,0.169983377972,0.3453103775
56,0.856,0.0,0.278337194318,0.194299945262,0.180822257925,0.346062405059
57,0.857,0.0,0.28699999876,0.202222848088,0.191949040655,0.397254829468
58,0.858,0.0,0.293478048996,0.21022540708,0.191762067854,0.396819368724
59,0.859,0.0,0.292755862996,0.218351175092,0.203246416037,0.396380434016
60,0.86,0.0,0.302103726439,0.226520723396,0.215503939473,0.4505500759
61,0.861,0.0,0.309241293518,0.234698167719,0.227787990676,0.4505500759
62,0.862,0.0,0.318931386879,0.235795083914,0.227977184465,0.506501461306
63,0.863,0.0,0.32874092964,0.244729968826,0.240409680963,0.507870826136
64,0.864,0.0,0.338717238919,0.253702928248,0.253411629581,0.507870826136
65,0.865,0.0,0.346319291106,0.262809445972,0.266365461701,0.565604836735
66,0.866,0.0,0.356583414402,0.272139736591,0.27929923879,0.566556737765
67,0.867,0.0,0.366986510065,0.286239525181,0.292930008053,0.621267081219
68,0.868,0.0,0.377575201771,0.295799662592,0.30629407059,0.620577918894
69,0.869,0.0,0.385602904698,0.305573110529,0.30642496043,0.6815492526
70,0.87,0.0,0.396469072342,0.31546835273,0.320228740526,0.742667066036
71,0.871,0.0,0.407465629802,0.325483637434,0.33455273978,0.742975631244
72,0.872,0.0,0.418616175715,0.340604775484,0.34884175467,0.871134995909
73,0.873,0.0,0.429890463212,0.350995054805,0.357924776294,1.0
74,0.874,0.0,0.441342093455,0.366552576912,0.372599160515,1.0
75,0.875,0.0,0.452911674802,0.37722069309,0.38744788902,1.0
76,0.876,0.0,0.464655347341,0.387994747302,0.402447015189,1.0
77,0.877,0.0,0.476510705159,0.40420416763,0.417731205981,1.0
78,0.878,0.0,0.488473019767,0.41530908594,0.433313946299,1.0
79,0.879,0.0,0.500535750238,0.431972777998,0.449096262307,1.0
80,0.88,0.0,0.512765189074,0.44885700363,0.464796594615,1.0
81,0.881,0.0,0.528234145212,0.460406251224,0.497001691659,1.0
82,0.882,0.0,0.540680619174,0.477761988278,0.513146621709,1.0
83,0.883,0.0,0.556463166229,0.49530996753,0.52958834721,1.0
84,0.884,0.0,0.569101771107,0.513100889266,0.546639181566,1.0
85,0.885,0.0,0.585058840963,0.531120110798,0.581127382731,1.0
86,0.886,0.0,0.601028112174,0.549405858971,0.598549035172,1.0
87,0.887,0.0,0.609956620059,0.573975238772,0.633725393799,1.0
88,0.888,0.0,0.630599111333,0.592868349214,0.66930607582,1.0
89,0.889,0.0,0.647983907848,0.60993769923,0.705046660913,1.0
