,vfr,t [hour],x [RSun],y [RSun],vx [km s-1],vy [km s-1],dm acc [kg],dv
0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.82110552764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.84221105528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.86331658291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.88442211055,939.966666668,-258.790689768,0.72176528289,-351.780327768,-516.457544317,4.37524545369e+24,-2.60542487236e-06
5,1.90552763819,920.600000001,-258.329839682,0.967909247515,-467.923327194,-407.223735837,4.37524545369e+24,-2.05928831559e-06
6,1.92663316583,901.300000001,-258.015916262,0.986388696343,-522.606428555,-331.20493803,4.37524545369e+24,-1.67774868288e-06
7,1.94773869347,882.016666668,-257.782825428,0.926629246428,-558.157208515,-269.615324388,4.37524545369e+24,-1.36767529733e-06
8,1.96884422111,862.733333334,-257.594844685,0.833645178688,-582.047737165,-212.517311489,4.37524545369e+24,-1.07955767392e-06
9,1.98994974874,843.450000001,-257.450632795,0.719240395362,-598.848820398,-161.044810269,4.37524545369e+24,-8.19322314714e-07
10,2.01105527638,821.033333334,-257.344184173,0.595862618287,-610.463672405,-114.855944433,4.37524545369e+24,-5.85444532975e-07
11,2.03216080402,801.733333334,-257.257194546,0.466860866057,-616.146935116,-69.5113685586,4.37524545369e+24,-3.55637025777e-07
12,2.05326633166,779.283333334,-257.218481587,0.338176670169,-624.831673949,-31.0697760562,4.37524545369e+24,-1.60580503599e-07
13,2.0743718593,759.983333334,-257.170533122,0.210372708801,-622.27283809,9.46746696508,4.37524545369e+24,4.51079559926e-08
14,2.09547738693,740.700000001,-257.150873643,0.0857544036873,-620.312437934,46.5031491073,4.37524545369e+24,2.3311355066e-07
15,2.11658291457,718.250000001,-257.162242286,-0.0279196075338,-621.486668365,80.0232078986,4.37524545369e+24,4.03276912442e-07
16,2.13768844221,699.000000001,-257.164978992,-0.14135881527,-613.854661662,112.941823002,4.37524545369e+24,5.70389684428e-07
17,2.15879396985,676.583333334,-257.185147424,-0.242796229766,-607.42521954,142.417010088,4.37524545369e+24,7.19992903724e-07
18,2.17989949749,657.400000001,-257.220258922,-0.339453461011,-600.990466443,172.112363885,4.37524545369e+24,8.70622285004e-07
19,2.20100502513,638.25,-257.236057284,-0.437077614666,-585.311510086,196.298078809,4.37524545369e+24,9.93416892717e-07
20,2.22211055276,619.15,-257.263946624,-0.526902547521,-571.058419492,218.509697204,4.37524545369e+24,1.10613863979e-06
21,2.2432160804,600.116666667,-257.331956515,-0.595513965644,-565.885688767,245.121983197,4.37524545369e+24,1.24084208483e-06
22,2.26432160804,581.133333334,-257.371029257,-0.670300131937,-551.513163459,263.741782872,4.37524545369e+24,1.33523478151e-06
23,2.28542713568,562.233333334,-257.45531894,-0.716749610496,-547.330687011,290.770301526,4.37524545369e+24,1.47176908327e-06
24,2.30653266332,543.4,-257.516096655,-0.76773977894,-536.490495355,310.682693868,4.37524545369e+24,1.57241290765e-06
25,2.32763819095,524.65,-257.578341045,-0.81116607293,-525.651371497,329.454462333,4.37524545369e+24,1.66721386141e-06
26,2.34874371859,509.133333334,-257.633555348,-0.860548647803,-510.816621559,344.701461424,4.37524545369e+24,1.74424095104e-06
27,2.36984924623,493.7,-257.717380564,-0.884145561754,-500.91432782,368.02852659,4.37524545369e+24,1.86175907441e-06
28,2.39095477387,475.216666667,-257.78398983,-0.903505663058,-490.804523823,385.304069559,4.37524545369e+24,1.94875357635e-06
29,2.41206030151,459.95,-257.854725621,-0.921438452676,-478.470068882,403.10781876,4.37524545369e+24,2.03834648498e-06
30,2.43316582915,444.766666667,-257.917985958,-0.93858200186,-465.462707325,417.500206726,4.37524545369e+24,2.11073453523e-06
31,2.45427135678,429.666666667,-257.963344454,-0.965498321418,-451.633341076,424.02820665,4.37524545369e+24,2.14358605675e-06
32,2.47537688442,417.733333333,-258.049224927,-0.95920413735,-437.733777241,445.818135754,4.37524545369e+24,2.25298487583e-06
33,2.49648241206,402.8,-258.072672844,-0.996523721405,-425.063194111,442.311529289,4.37524545369e+24,2.23539875322e-06
34,2.5175879397,388.0,-258.158365432,-0.962136039877,-414.238177298,467.338794215,4.37524545369e+24,2.36092667304e-06
35,2.53869346734,376.283333333,-258.198022144,-0.984382142788,-400.888404795,468.606267146,4.37524545369e+24,2.36723015478e-06
36,2.55979899497,364.65,-258.257522512,-0.97814599835,-387.64168038,479.580558868,4.37524545369e+24,2.42218518765e-06
37,2.58090452261,353.1,-258.32999968,-0.947853487132,-373.172322172,497.804155728,4.37524545369e+24,2.51344779883e-06
38,2.60201005025,341.616666667,-258.377669447,-0.941772527744,-360.957033858,504.616695184,4.37524545369e+24,2.54748097613e-06
39,2.62311557789,330.216666667,-258.427865845,-0.925217012415,-348.593323083,513.829069293,4.37524545369e+24,2.59352731696e-06
40,2.64422110553,318.9,-258.474872406,-0.905678232261,-336.673574552,522.719372785,4.37524545369e+24,2.63794855036e-06
41,2.66532663317,307.666666667,-258.513365854,-0.891640244489,-326.417155591,528.552712336,4.37524545369e+24,2.66705016058e-06
42,2.6864321608,299.383333333,-258.565680918,-0.870506979022,-311.488353584,536.377669159,4.37524545369e+24,2.70606277654e-06
43,2.70753768844,288.3,-258.586167126,-0.872497902163,-305.901493408,535.425791718,4.37524545369e+24,2.70118653136e-06
44,2.72864321608,280.133333333,-258.628240314,-0.855948364629,-293.69005263,540.092993511,4.37524545369e+24,2.72438462673e-06
