,vfr,0.00,0.05,0.10,0.30,0.60
93,0.8935,-1030.64734273,-1079.25091729,-1139.13591921,-745.962607303,-980.51558303
94,0.8945,-1030.76291478,-1080.52781724,-1140.454958,-746.17612177,-982.648375556
95,0.8955,-1030.87739135,-1081.67245146,-1141.8228668,-746.537179204,-985.120258593
96,0.8965,-1030.99077246,-1082.9759846,-1143.13067134,-745.813465022,-987.073147476
97,0.8975,-1031.1030581,-1084.21112648,-1144.5924753,-745.087716397,-989.679460287
98,0.8985,,,,-745.519354037,-991.584145401
99,0.8995,,,,-745.655345614,-993.971965518
100,0.9005,,,,-744.923493658,-996.054776299
101,0.9015,,,,-744.189607258,-998.09829971
102,0.9025,,,-937.833546074,-745.134056538,-1000.28427136
103,0.9035,,,-937.720530124,-744.750358738,-1002.80550632
104,0.9045,,,-937.606175267,-744.010369007,-1004.65852989
105,0.9055,,,-937.490481503,-743.268344833,-1007.3497115
106,0.9065,,,-937.373448832,-744.568377217,-1009.0275073
107,0.9075,,,-937.255077253,-743.822284155,-1011.11668289
108,0.9085,,,-937.135366767,-743.07415665,-1013.34005695
109,0.9095,,,-937.014317374,-742.562884992,-1015.78144078
110,0.9106,,,-936.891929073,-743.625418866,-1017.9999171
111,0.9116,,,-936.768201865,-742.87118803,-1019.75381015
112,0.9126,,,-936.64313575,-742.11492275,-1022.57265253
113,0.9136,,,-936.516730727,-742.428220478,-1024.54259898
114,0.9146,,,-936.388986797,-742.659505782,-1026.79206427
115,0.9156,,,-936.25990396,-741.897137172,-1028.72998243
116,0.9166,,,-936.129482215,-741.132734118,-1031.79766497
117,0.9176,,,-935.997721563,-742.385993328,-1032.78736683
118,0.9186,,,-937.853117754,-741.670705382,-1035.79278509
119,0.9196,,,-937.718679287,-740.900198998,-1037.51689712
120,0.9206,,,-937.582901913,-740.490812895,-1039.96613979
121,0.9216,,,-937.445785632,-741.435695425,-1042.45513165
122,0.9226,,,-937.307330444,-740.65908571,-1044.32533121
123,0.9236,,,-937.167536348,-739.880441551,-1047.4482304
124,0.9246,,,-937.026403345,-740.697831798,-1048.25579035
125,0.9256,,,-936.883931434,-740.409462963,-1051.99201067
126,0.9266,,,-936.740120616,-739.624715475,-1053.33882172
127,0.9276,,,-936.594970891,-738.986636634,-1056.3386737
128,0.9286,,,-936.448482259,-740.151400098,-1058.51757357
129,0.9296,,,-936.300654719,-739.360549278,-1060.15178032
130,0.9307,,,-936.151488272,-738.567664014,-1063.52127568
131,0.9317,,,-936.000982918,-739.251147881,-1064.65943618
132,0.9327,,,-935.849138656,-739.088012961,-1068.00856879
133,0.9337,,,-935.695955487,-738.289024366,-1070.04673103
134,0.9347,,,-935.541433411,-737.794873783,-1070.94921637
135,0.9357,,,-935.385572427,-738.807177187,-1075.53555549
136,0.9367,,,-935.228372536,-738.002085261,-1076.44991799
137,0.9377,,,-935.069833738,-737.194958892,-1079.13242742
138,0.9387,,,-934.909956032,-738.316348125,-1082.03687456
139,0.9397,,,-934.748739419,-737.706918032,-1083.00684069
140,0.9407,,,-934.586183899,-736.893688332,-1086.77641168
141,0.9417,,,-934.422289471,-736.975261889,-1088.72929857
142,0.9427,,,-934.257056137,-737.403594693,-1089.72097929
143,0.9437,,,-936.08738766,-736.584261664,-1093.54138277
144,0.9447,,,-935.91947651,-735.762894189,-1095.55210543
145,0.9457,,,-935.750226454,-737.092187944,-1096.70378814
146,0.9467,,,-935.579637489,-736.266751583,-1099.02463462
147,0.9477,,,-935.407709618,-735.439280778,-1102.7346437
148,0.9487,,,-935.234442839,-736.417385413,-1102.55252003
149,0.9497,,,-935.059837153,-735.94123149,-1107.98542338
150,0.9508,,,-934.88389256,-735.107657354,-1106.13670823
151,0.9518,,,-934.706609059,-735.29359378,-1110.93523314
152,0.9528,,,-934.527986651,-735.607775486,-1109.7781622
153,0.9538,,,-934.348025336,-734.76809802,-1115.06601865
154,0.9548,,,-934.166725113,-734.30969065,-1113.47786178
155,0.9558,,,-933.984085983,-735.266458381,-1118.69034202
156,0.9568,,,-933.800107946,-734.420677583,-1117.23680398
157,0.9578,,,-933.614791001,-733.572862342,-1122.33891225
158,0.9588,,,-933.428135149,-734.91735571,-1120.59016976
159,0.9598,,,-933.24014039,-734.065471584,-1126.04376608
160,0.9608,,,-933.050806723,-733.211553013,-1124.43190971
161,0.9618,,,-932.860134149,-734.35793124,-1129.80714342
162,0.9628,,,-932.668122668,-733.702556282,-1128.33519889
163,0.9638,,,-932.858931523,-732.84253438,-1133.60321832
164,0.9648,,,-934.285448206,-733.538426728,-1131.82844121
165,0.9658,,,-934.089420003,-733.33200868,-1137.45032352
166,0.9668,,,-933.892052892,-732.465883447,-1135.8178278
167,0.9678,,,-933.693346874,-732.765256121,-1141.35822895
168,0.9688,,,-933.493301949,-732.953906533,-1143.27924171
169,0.9698,,,-933.291918117,-732.081677969,-1145.30679616
170,0.9709,,,-933.089195377,-732.146554435,-1143.50903111
171,0.9719,,,-932.88513373,-732.568328342,-1149.30174693
172,0.9729,,,-932.679733176,-731.689996447,-1147.2462924
173,0.9739,,,-932.472993714,-731.544284157,-1153.35986335
174,0.9749,,,-932.264915345,-732.175353381,-1151.08501316
175,0.9759,,,-932.055498069,-731.290918156,-1157.46607608
176,0.9769,,,-931.844741885,-731.047482648,-1155.02731298
177,0.9779,,,-931.632646794,-731.775061703,-1161.614681
178,0.9789,,,-931.419212796,-730.884523147,-1159.07536337
179,0.9799,,,-931.20443989,-730.549055465,-1164.16209416
180,0.9809,,,-930.988328077,-731.367534135,-1163.23138896
181,0.9819,,,-931.071328487,-730.470892248,-1167.9858321
182,0.9829,,,-932.565968304,-730.131994147,-1167.4976687
183,0.9839,,,-932.345839769,-730.952852305,-1170.60577327
184,0.9849,,,-932.124372327,-730.050107089,-1171.79719721
185,0.9859,,,-931.901565977,-729.797661722,-1174.57783955
186,0.9869,,,-931.67742072,-730.531098649,-1176.16490563
187,0.9879,,,-931.451936556,-729.622250101,-1177.53795521
188,0.9889,,,-931.225113485,-729.463815479,-1180.59972581
189,0.9899,,,-930.996951506,-730.102356407,-1181.66619861
190,0.991,,,-930.76745062,-729.187404528,-1184.0394106
191,0.992,,,-930.536610826,-729.130638096,-1184.98083058
192,0.993,,,-930.304432126,-729.666709655,-1188.09404706
193,0.994,,,-930.070914517,-728.745654445,-1188.5608759
194,0.995,,,-929.836058002,-728.9165228,-1192.21069855
195,0.996,,,-929.599862579,-729.224243291,-1191.99701812
196,0.997,,-982.332639412,-929.362328249,-728.29708475,-1195.05127962
197,0.998,,-982.220930338,-929.123455012,-728.724954334,-1196.19430619
198,0.999,,-982.108010483,-930.905693145,-728.775043066,-1199.32804372
199,1.0,,-981.993879845,-930.664142093,-727.841781195,-1200.89710174
