,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
1,0.0157473315969,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
2,0.0314946631939,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
3,0.0472419947908,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
4,0.0629893263878,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
5,0.0787366579847,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
6,0.0944839895816,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
7,0.110231321179,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
8,0.125978652776,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
9,0.141725984372,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
10,0.157473315969,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
11,0.173220647566,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
12,0.188967979163,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
13,0.20471531076,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
14,0.220462642357,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
15,0.236209973954,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
16,0.251957305551,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
17,0.267704637148,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
18,0.283451968745,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
19,0.299199300342,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
20,0.314946631939,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
21,0.330693963536,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
22,0.346441295133,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
23,0.36218862673,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
24,0.377935958327,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
25,0.393683289924,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
26,0.40943062152,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
27,0.425177953117,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
28,0.440925284714,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
29,0.456672616311,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
30,0.472419947908,1.0,44.1834376782,1.57079632679,0.475475478979,4.41834376782,1.57079632679,0.238987700193,0.989539539462,3.14159265359,1.0,614.829689348,0.825601130837
