,t,x,y,vx,vy,t [min],x [RSun],y [RSun],vx [km s-1],vy [km s-1]
351,0.209234443241,-0.319410490923,-0.024961002129,-1.35178295769,0.0993295929524,17501.0,-89.3142604084,-6.97965003515,-52.3835339287,-52.3835339287
352,0.209832221777,-0.320220270867,-0.0249009911289,-1.3576373067,0.101495763611,17551.0,-89.5406928481,-6.962869628,-52.6103983736,-52.6103983736
353,0.210430000314,-0.321033560471,-0.0248396817297,-1.36352608629,0.103673930439,17601.0,-89.768106667,-6.94572615963,-52.8385970525,-52.8385970525
354,0.21102777885,-0.321850380485,-0.0247770667309,-1.36944986444,0.105864193819,17651.0,-89.9965076666,-6.92821761665,-53.0681519764,-53.0681519764
355,0.211625557386,-0.322670751998,-0.0247131388716,-1.37540922173,0.108066655811,17701.0,-90.2259017442,-6.91034196876,-53.2990856431,-53.2990856431
356,0.212223335922,-0.323494696453,-0.0246478908296,-1.38140475167,0.110281420197,17751.0,-90.4562948956,-6.89209716847,-53.5314210515,-53.5314210515
357,0.212821114458,-0.324322235649,-0.0245813152198,-1.38743706103,0.112508592513,17801.0,-90.6876932165,-6.87348115079,-53.7651817158,-53.7651817158
358,0.213418892995,-0.325153391754,-0.0245134045938,-1.39350677031,0.114748280092,17851.0,-90.9201029053,-6.85449183293,-54.0003916807,-54.0003916807
359,0.214016671531,-0.32598818731,-0.0244441514382,-1.39961451409,0.117000592101,17901.0,-91.1535302653,-6.83512711402,-54.2370755372,-54.2370755372
360,0.214614450067,-0.326826645242,-0.0243735481741,-1.40576094145,0.119265639583,17951.0,-91.3879817069,-6.81538487481,-54.4752584382,-54.4752584382
361,0.215212228603,-0.327668788868,-0.0243015871554,-1.41194671644,0.1215435355,18001.0,-91.6234637505,-6.7952629773,-54.7149661161,-54.7149661161
362,0.215810007139,-0.328514641908,-0.024228260668,-1.41817251847,0.123834394776,18051.0,-91.8599830284,-6.77475926446,-54.9562248994,-54.9562248994
363,0.216407785676,-0.329364228491,-0.0241535609287,-1.42443904281,0.126138334342,18101.0,-92.0975462881,-6.75387155989,-55.1990617313,-55.1990617313
364,0.217005564212,-0.33021757317,-0.0240774800835,-1.4307470011,0.128455473179,18151.0,-92.3361603943,-6.73259766748,-55.443504188,-55.443504188
365,0.217603342748,-0.331074700923,-0.0240000102069,-1.4370971218,0.130785932369,18201.0,-92.5758323322,-6.71093537106,-55.6895804985,-55.6895804985
366,0.218201121284,-0.331935637173,-0.0239211433002,-1.44349015071,0.133129835143,18251.0,-92.8165692104,-6.68888243402,-55.9373195644,-55.9373195644
367,0.21879889982,-0.332800407792,-0.0238408712905,-1.44992685158,0.135487306926,18301.0,-93.0583782631,-6.66643659902,-56.1867509809,-56.1867509809
368,0.219396678357,-0.333669039114,-0.0237591860292,-1.45640800657,0.137858475394,18351.0,-93.3012668542,-6.64359558752,-56.437905059,-56.437905059
369,0.219994456893,-0.334541557947,-0.0236760792909,-1.46293441692,0.140243470524,18401.0,-93.5452424796,-6.6203570995,-56.6908128473,-56.6908128473
370,0.220592235429,-0.335417991583,-0.0235915427716,-1.46950690351,0.142642424647,18451.0,-93.7903127707,-6.59671881299,-56.9455061559,-56.9455061559
371,0.221190013965,-0.336298367811,-0.0235055680876,-1.47612630749,0.145055472505,18501.0,-94.0364854979,-6.57267838371,-57.2020175811,-57.2020175811
372,0.221787792501,-0.337182714928,-0.0234181467738,-1.48279349095,0.147482751309,18551.0,-94.2837685739,-6.54823344465,-57.4603805299,-57.4603805299
373,0.222385571038,-0.338071061753,-0.0233292702825,-1.4895093376,0.149924400796,18601.0,-94.5321700571,-6.52338160569,-57.7206292472,-57.7206292472
374,0.222983349574,-0.338963437642,-0.0232389299818,-1.49627475346,0.152380563291,18651.0,-94.7816981557,-6.4981204531,-57.9827988427,-57.9827988427
375,0.22358112811,-0.339859872495,-0.0231471171535,-1.50309066761,0.154851383767,18701.0,-95.032361231,-6.47244754917,-58.2469253198,-58.2469253198
