,time [yr],macc [MSun],mdon [MSun],a [AU],L [kg m2 s-1],v
0,0.0,1.0,1.2,1.3,0.0,0.0
1,0.999231495697,1.00000099923,1.2,1.3,5.56590568437e+38,9.20997478557e-07
2,1.99846299139,1.00000199846,1.2,1.3,1.11318113687e+39,1.84199219625e-06
3,2.99769448709,1.00000299769,1.2,1.3,1.66977170531e+39,2.76298415309e-06
4,3.99692598279,1.00000399693,1.2,1.3,2.22636227375e+39,3.68397334909e-06
5,4.99615747848,1.00000499616,1.2,1.3,2.78295284218e+39,4.60495978426e-06
6,5.99538897418,1.00000599539,1.2,1.3,3.33954341062e+39,5.52594345861e-06
7,6.99462046988,1.00000699462,1.2,1.3,3.89613397906e+39,6.44692437214e-06
8,7.99385196557,1.00000799385,1.2,1.3,4.45272454749e+39,7.36790252488e-06
9,8.99308346127,1.00000899308,1.2,1.3,5.00931511593e+39,8.28887791682e-06
10,9.99231495697,1.00000999231,1.2,1.3,5.56590568437e+39,9.20985054798e-06
11,10.9915464527,1.00001099155,1.2,1.23628,6.12249625281e+39,1.01308204184e-05
12,11.9182191153,1.00001191822,1.2,1.23628,6.62586379671e+39,1.09637213589e-05
13,12.8448917779,1.0000128449,1.2,1.23628,7.12923134061e+39,1.1796619984e-05
14,13.7715644404,1.00001377158,1.2,1.23628,7.63259888452e+39,1.26295162937e-05
15,14.698237103,1.00001469825,1.2,1.23628,8.13596642842e+39,1.34624102878e-05
16,15.6249097656,1.00001562493,1.2,1.23628,8.63933397233e+39,1.42953019666e-05
17,16.5515824282,1.00001655161,1.2,1.23628,9.14270151623e+39,1.51281913299e-05
18,17.4782550908,1.00001747828,1.2,1.23628,9.64606906014e+39,1.59610783778e-05
19,18.4049277534,1.00001840496,1.2,1.23628,1.0149436604e+40,1.67939631103e-05
20,19.331600416,1.00001933164,1.2,1.23628,1.06528041479e+40,1.76268455273e-05
21,20.2582730786,1.00002025831,1.2,1.17569,1.11561716919e+40,1.8459725629e-05
22,21.1176631312,1.0000211177,1.2,1.17569,1.16114062693e+40,1.92129615353e-05
23,21.9770531838,1.00002197709,1.2,1.17569,1.20666408467e+40,1.99661954996e-05
24,22.8364432364,1.00002283648,1.2,1.17569,1.25218754242e+40,2.0719427522e-05
25,23.695833289,1.00002369588,1.2,1.17569,1.29771100016e+40,2.14726576025e-05
26,24.5552233416,1.00002455527,1.2,1.17569,1.3432344579e+40,2.22258857411e-05
27,25.4146133942,1.00002541466,1.2,1.17569,1.38875791565e+40,2.29791119377e-05
28,26.2740034468,1.00002627405,1.2,1.17569,1.43428137339e+40,2.37323361925e-05
29,27.1333934994,1.00002713344,1.2,1.17569,1.47980483113e+40,2.44855585053e-05
30,27.992783552,1.00002799283,1.2,1.11807,1.52532828888e+40,2.52387788763e-05
31,28.7897766824,1.00002878982,1.2,1.11807,1.56649876506e+40,2.59199734021e-05
32,29.5867698127,1.00002958681,1.2,1.11807,1.60766924124e+40,2.66011662992e-05
33,30.3837629431,1.00003038381,1.2,1.11807,1.64883971742e+40,2.72823575677e-05
34,31.1807560735,1.0000311808,1.2,1.11807,1.6900101936e+40,2.79635472075e-05
35,31.9777492039,1.00003197779,1.2,1.11807,1.73118066978e+40,2.86447352186e-05
36,32.7747423342,1.00003277478,1.2,1.11807,1.77235114596e+40,2.93259216011e-05
37,33.5717354646,1.00003357177,1.2,1.11807,1.81352162214e+40,3.00071063549e-05
38,34.368728595,1.00003436877,1.2,1.11807,1.85469209832e+40,3.06882894801e-05
39,35.1657217254,1.00003516576,1.2,1.11807,1.8958625745e+40,3.13694709766e-05
40,35.9627148557,1.00003596275,1.2,1.06327,1.93703305068e+40,3.20506508444e-05
41,36.7018373621,1.00003670188,1.2,1.06327,1.97426682915e+40,3.26666943765e-05
42,37.4409598685,1.000037441,1.2,1.06327,2.01150060762e+40,3.32827365425e-05
43,38.1800823748,1.00003818012,1.2,1.06327,2.0487343861e+40,3.38987773426e-05
44,38.9192048812,1.00003891925,1.2,1.06327,2.08596816457e+40,3.45148167767e-05
45,39.6583273875,1.00003965837,1.2,1.06327,2.12320194304e+40,3.51308548449e-05
46,40.3974498939,1.0000403975,1.2,1.06327,2.16043572151e+40,3.57468915472e-05
47,41.1365724003,1.00004113662,1.2,1.06327,2.19766949998e+40,3.63629268835e-05
48,41.8756949066,1.00004187575,1.2,1.06327,2.23490327846e+40,3.69789608539e-05
49,42.614817413,1.00004261487,1.2,1.01116,2.27213705693e+40,3.75949934583e-05
50,43.3002755052,1.00004330033,1.2,1.01116,2.30581060363e+40,3.81521199034e-05
51,43.9857335974,1.00004398579,1.2,1.01116,2.33948415033e+40,3.87092452028e-05
52,44.6711916897,1.00004467125,1.2,1.01116,2.37315769703e+40,3.92663693566e-05
53,45.3566497819,1.00004535671,1.2,1.01116,2.40683124373e+40,3.98234923648e-05
54,46.0421078741,1.00004604217,1.2,1.01116,2.44050479043e+40,4.03806142274e-05
55,46.7275659664,1.00004672763,1.2,1.01116,2.47417833713e+40,4.09377349443e-05
56,47.4130240586,1.00004741309,1.2,1.01116,2.50785188383e+40,4.14948545157e-05
57,48.0984821508,1.00004809855,1.2,1.01116,2.54152543053e+40,4.20519729414e-05
58,48.783940243,1.000048784,1.2,1.01116,2.57519897723e+40,4.26090902216e-05
59,49.4693983353,1.00004946946,1.1999,0.9616,2.60887252393e+40,4.31662063561e-05
60,50.1050989605,1.00005010516,1.1999,0.9616,2.63932629676e+40,4.36700505263e-05
61,50.7407995858,1.00005074085,1.1999,0.9616,2.6697800696e+40,4.41738937356e-05
62,51.376500211,1.00005137654,1.1999,0.9616,2.70023384244e+40,4.46777359842e-05
63,52.0122008363,1.00005201223,1.1999,0.9616,2.73068761527e+40,4.51815772718e-05
64,52.6479014615,1.00005264792,1.1999,0.9616,2.76114138811e+40,4.56854175987e-05
65,53.2836020868,1.00005328361,1.1999,0.9616,2.79159516095e+40,4.61892569647e-05
66,53.9193027121,1.0000539193,1.1999,0.9616,2.82204893379e+40,4.669309537e-05
67,54.5550033373,1.00005455499,1.1999,0.9616,2.85250270662e+40,4.71969328144e-05
68,55.1907039626,1.00005519069,1.1999,0.91448,2.88295647946e+40,4.77007692979e-05
69,55.7802427769,1.00005578022,1.1999,0.91448,2.91049837347e+40,4.81564288882e-05
70,56.3697815913,1.00005636976,1.1999,0.91448,2.93804026747e+40,4.86120876726e-05
71,56.9593204056,1.0000569593,1.1999,0.91448,2.96558216148e+40,4.90677456511e-05
72,57.5488592199,1.00005754883,1.1999,0.91448,2.99312405549e+40,4.95234028238e-05
73,58.1383980343,1.00005813837,1.1999,0.91448,3.0206659495e+40,4.99790591906e-05
74,58.7279368486,1.00005872791,1.1999,0.91448,3.0482078435e+40,5.04347147516e-05
75,59.317475663,1.00005931744,1.1999,0.91448,3.07574973751e+40,5.08903695068e-05
76,59.9070144773,1.00005990698,1.1999,0.91448,3.10329163152e+40,5.13460234561e-05
77,60.4965532917,1.00006049652,1.1999,0.91448,3.13083352552e+40,5.18016765996e-05
78,61.086092106,1.00006108606,1.1999,0.86966,3.15837541953e+40,5.22573289372e-05
79,61.6328251573,1.00006163279,1.1999,0.86966,3.18328388221e+40,5.26694120938e-05
80,62.1795582086,1.00006217952,1.1999,0.86966,3.2081923449e+40,5.30814945745e-05
81,62.7262912599,1.00006272626,1.1999,0.86966,3.23310080758e+40,5.34935763793e-05
82,63.2730243111,1.00006327299,1.1999,0.86966,3.25800927027e+40,5.39056575082e-05
83,63.8197573624,1.00006381973,1.1999,0.86966,3.28291773295e+40,5.43177379612e-05
84,64.3664904137,1.00006436646,1.1999,0.86966,3.30782619564e+40,5.47298177385e-05
85,64.913223465,1.0000649132,1.1999,0.86966,3.33273465832e+40,5.51418968398e-05
86,65.4599565163,1.00006545993,1.1999,0.86966,3.357643121e+40,5.55539752653e-05
87,66.0066895676,1.00006600666,1.1999,0.86966,3.38255158369e+40,5.59660530149e-05
88,66.5534226188,1.0000665534,1.1999,0.82704,3.40746004637e+40,5.63781300886e-05
89,67.0604610269,1.00006706044,1.1999,0.82704,3.42998689487e+40,5.67508049003e-05
90,67.5674994349,1.00006756748,1.1999,0.82704,3.45251374337e+40,5.71234791451e-05
91,68.074537843,1.00006807452,1.1999,0.82704,3.47504059187e+40,5.7496152823e-05
92,68.581576251,1.00006858156,1.1999,0.82704,3.49756744037e+40,5.7868825934e-05
93,69.088614659,1.0000690886,1.1999,0.82704,3.52009428887e+40,5.82414984783e-05
94,69.5956530671,1.00006959564,1.1999,0.82704,3.54262113737e+40,5.86141704556e-05
95,70.1026914751,1.00007010268,1.1999,0.82704,3.56514798587e+40,5.89868418661e-05
96,70.6097298832,1.00007060972,1.1999,0.82704,3.58767483437e+40,5.93595127098e-05
97,71.1167682912,1.00007111676,1.1999,0.78651,3.61020168287e+40,5.97321829866e-05
98,71.5869951796,1.00007158698,1.1999,0.78651,3.63057465148e+40,6.00692192647e-05
99,72.057222068,1.00007205721,1.1999,0.78651,3.65094762009e+40,6.04062550673e-05
100,72.5274489564,1.00007252744,1.1999,0.78651,3.6713205887e+40,6.07432903945e-05
101,72.9976758448,1.00007299767,1.1999,0.78651,3.69169355731e+40,6.10803252463e-05
102,73.4679027332,1.00007346789,1.1999,0.78651,3.71206652592e+40,6.14173596226e-05
103,73.9381296217,1.00007393812,1.1999,0.78651,3.73243949453e+40,6.17543935236e-05
104,74.4083565101,1.00007440835,1.1999,0.78651,3.75281246314e+40,6.20914269491e-05
105,74.8785833985,1.00007487858,1.1999,0.78651,3.77318543175e+40,6.24284598992e-05
106,75.3488102869,1.0000753488,1.1999,0.78651,3.79355840036e+40,6.27654923738e-05
107,75.8190371753,1.00007581903,1.1999,0.74796,3.81393136897e+40,6.31025243731e-05
108,76.2551196619,1.00007625512,1.1999,0.74796,3.83235641287e+40,6.3407330226e-05
109,76.6912021485,1.00007669121,1.1999,0.74796,3.85078145676e+40,6.37121356802e-05
110,77.1272846352,1.00007712729,1.1999,0.74796,3.86920650066e+40,6.40169407357e-05
111,77.5633671218,1.00007756338,1.1999,0.74796,3.88763154455e+40,6.43217453924e-05
112,77.9994496084,1.00007799947,1.1999,0.74796,3.90605658845e+40,6.46265496503e-05
113,78.4355320951,1.00007843556,1.1999,0.74796,3.92448163235e+40,6.49313535095e-05
114,78.8716145817,1.00007887165,1.1999,0.74796,3.94290667624e+40,6.523615697e-05
115,79.3076970683,1.00007930773,1.1999,0.74796,3.96133172014e+40,6.55409600318e-05
116,79.7437795549,1.00007974382,1.1999,0.71131,3.97975676403e+40,6.58457626948e-05
117,80.1482059176,1.00008014825,1.1999,0.71131,3.99642014253e+40,6.61214210599e-05
118,80.5526322803,1.00008055268,1.1999,0.71131,4.01308352103e+40,6.63970790906e-05
119,80.957058643,1.0000809571,1.1999,0.71131,4.02974689953e+40,6.66727367869e-05
120,81.3614850057,1.00008136153,1.1999,0.71131,4.04641027804e+40,6.69483941488e-05
121,81.7659113684,1.00008176596,1.1999,0.71131,4.06307365654e+40,6.72240511762e-05
122,82.1703377311,1.00008217039,1.1999,0.71131,4.07973703504e+40,6.74997078692e-05
123,82.5747640938,1.00008257481,1.1999,0.71131,4.09640041354e+40,6.77753642278e-05
124,82.9791904565,1.00008297924,1.1999,0.71131,4.11306379204e+40,6.80510202519e-05
125,83.3836168192,1.00008338367,1.1999,0.71131,4.12972717054e+40,6.83266759416e-05
126,83.7880431818,1.00008378809,1.1999,0.67645,4.14639054904e+40,6.86023312969e-05
127,84.1631065399,1.00008416316,1.1999,0.67645,4.16146070953e+40,6.88516294588e-05
128,84.538169898,1.00008453823,1.1999,0.67645,4.17653087002e+40,6.91009273402e-05
129,84.9132332561,1.00008491329,1.1999,0.67645,4.19160103051e+40,6.93502249411e-05
130,85.2882966142,1.00008528836,1.1999,0.67645,4.20667119101e+40,6.95995222615e-05
131,85.6633599723,1.00008566342,1.1999,0.67645,4.2217413515e+40,6.98488193014e-05
132,86.0384233304,1.00008603849,1.1999,0.67645,4.23681151199e+40,7.00981160609e-05
133,86.4134866885,1.00008641355,1.1999,0.67645,4.25188167248e+40,7.03474125398e-05
134,86.7885500466,1.00008678862,1.1999,0.67645,4.26695183297e+40,7.05967087383e-05
135,87.1636134047,1.00008716369,1.1999,0.6433,4.28202199346e+40,7.08460046562e-05
136,87.5114469098,1.00008751152,1.1999,0.6433,4.29565127506e+40,7.1071463885e-05
137,87.8592804149,1.00008785936,1.1999,0.6433,4.30928055666e+40,7.12969228786e-05
138,88.20711392,1.00008820719,1.1999,0.6433,4.32290983826e+40,7.15223816369e-05
139,88.5549474251,1.00008855503,1.1999,0.6433,4.33653911986e+40,7.17478401599e-05
140,88.9027809302,1.00008890286,1.1999,0.6433,4.35016840146e+40,7.19732984477e-05
141,89.2506144354,1.0000892507,1.1999,0.6433,4.36379768306e+40,7.21987565002e-05
142,89.5984479405,1.00008959854,1.1999,0.6433,4.37742696466e+40,7.24242143175e-05
143,89.9462814456,1.00008994637,1.1999,0.6433,4.39105624625e+40,7.26496718996e-05
144,90.2941149507,1.00009029421,1.1999,0.6433,4.40468552785e+40,7.28751292464e-05
145,90.6419484558,1.00009064204,1.1999,0.61177,4.41831480945e+40,7.31005863579e-05
146,90.9645254199,1.00009096463,1.1999,0.61177,4.43064098367e+40,7.33044862376e-05
147,91.2871023841,1.00009128721,1.1999,0.61177,4.44296715788e+40,7.35083859201e-05
148,91.6096793483,1.00009160979,1.1999,0.61177,4.45529333209e+40,7.37122854052e-05
149,91.9322563125,1.00009193237,1.1999,0.61177,4.46761950631e+40,7.39161846931e-05
150,92.2548332767,1.00009225496,1.1999,0.61177,4.47994568052e+40,7.41200837836e-05
151,92.5774102408,1.00009257754,1.1999,0.61177,4.49227185473e+40,7.43239826768e-05
152,92.899987205,1.00009290012,1.1999,0.61177,4.50459802895e+40,7.45278813727e-05
153,93.2225641692,1.00009322271,1.1999,0.61177,4.51692420316e+40,7.47317798713e-05
154,93.5451411334,1.00009354529,1.1998,0.58179,4.52925037737e+40,7.49356781725e-05
155,93.8443058246,1.00009384445,1.1998,0.58179,4.54039804136e+40,7.51200806732e-05
156,94.1434705159,1.00009414362,1.1998,0.58179,4.55154570536e+40,7.53044830083e-05
157,94.4426352072,1.00009444278,1.1998,0.58179,4.56269336935e+40,7.54888851779e-05
158,94.7417998984,1.00009474194,1.1998,0.58179,4.57384103334e+40,7.5673287182e-05
159,95.0409645897,1.00009504111,1.1998,0.58179,4.58498869733e+40,7.58576890207e-05
160,95.340129281,1.00009534027,1.1998,0.58179,4.59613636132e+40,7.60420906939e-05
161,95.6392939722,1.00009563943,1.1998,0.58179,4.60728402532e+40,7.62264922015e-05
162,95.9384586635,1.0000959386,1.1998,0.58179,4.61843168931e+40,7.64108935437e-05
163,96.2376233547,1.00009623776,1.1998,0.58179,4.6295793533e+40,7.65952947204e-05
164,96.536788046,1.00009653692,1.1998,0.55328,4.64072701729e+40,7.67796957316e-05
165,96.8142340116,1.00009681437,1.1998,0.55328,4.65080885386e+40,7.69464652372e-05
166,97.0916799772,1.00009709181,1.1998,0.55328,4.66089069042e+40,7.7113234604e-05
167,97.3691259427,1.00009736926,1.1998,0.55328,4.67097252699e+40,7.7280003832e-05
168,97.6465719083,1.0000976467,1.1998,0.55328,4.68105436355e+40,7.74467729212e-05
169,97.9240178739,1.00009792415,1.1998,0.55328,4.69113620012e+40,7.76135418716e-05
170,98.2014638395,1.00009820159,1.1998,0.55328,4.70121803668e+40,7.77803106832e-05
171,98.4789098051,1.00009847904,1.1998,0.55328,4.71129987325e+40,7.7947079356e-05
172,98.7563557706,1.00009875648,1.1998,0.55328,4.72138170981e+40,7.811384789e-05
173,99.0338017362,1.00009903393,1.1998,0.55328,4.73146354638e+40,7.82806162852e-05
174,99.3112477018,1.00009931137,1.1998,0.52617,4.74154538294e+40,7.84473845416e-05
175,99.5685538009,1.00009956867,1.1998,0.52617,4.75066329995e+40,7.85982072929e-05
176,99.8258599001,1.00009982598,1.1998,0.52617,4.75978121696e+40,7.87490299277e-05
177,100.083165999,1.00010008328,1.1998,0.52617,4.76889913397e+40,7.88998524462e-05
178,100.340472098,1.00010034058,1.1998,0.52617,4.77801705098e+40,7.90506748483e-05
179,100.597778198,1.00010059788,1.1998,0.52617,4.78713496799e+40,7.92014971339e-05
180,100.855084297,1.00010085519,1.1998,0.52617,4.796252885e+40,7.93523193031e-05
181,101.112390396,1.00010111249,1.1998,0.52617,4.80537080201e+40,7.9503141356e-05
182,101.369696495,1.00010136979,1.1998,0.52617,4.81448871902e+40,7.96539632924e-05
183,101.627002594,1.00010162709,1.1998,0.50038,4.82360663603e+40,7.98047851124e-05
184,101.865624808,1.00010186572,1.1998,0.50038,4.83185279687e+40,7.99411861784e-05
185,102.104247022,1.00010210434,1.1998,0.50038,4.84009895772e+40,8.00775871467e-05
186,102.342869236,1.00010234296,1.1998,0.50038,4.84834511856e+40,8.02139880174e-05
187,102.58149145,1.00010258158,1.1998,0.50038,4.85659127941e+40,8.03503887905e-05
188,102.820113664,1.00010282021,1.1998,0.50038,4.86483744025e+40,8.0486789466e-05
189,103.058735878,1.00010305883,1.1998,0.50038,4.87308360109e+40,8.06231900438e-05
190,103.297358092,1.00010329745,1.1998,0.50038,4.88132976194e+40,8.07595905239e-05
191,103.535980306,1.00010353607,1.1998,0.50038,4.88957592278e+40,8.08959909065e-05
192,103.77460252,1.0001037747,1.1998,0.50038,4.89782208363e+40,8.10323911914e-05
193,104.013224734,1.00010401332,1.1998,0.47586,4.90606824447e+40,8.11687913786e-05
194,104.234523889,1.00010423462,1.1998,0.47586,4.91352599995e+40,8.1292149757e-05
195,104.455823045,1.00010445592,1.1998,0.47586,4.92098375542e+40,8.14155080534e-05
196,104.677122201,1.00010467722,1.1998,0.47586,4.9284415109e+40,8.15388662679e-05
197,104.898421356,1.00010489852,1.1998,0.47586,4.93589926637e+40,8.16622244006e-05
198,105.119720512,1.00010511982,1.1998,0.47586,4.94335702185e+40,8.17855824513e-05
199,105.341019668,1.00010534112,1.1998,0.47586,4.95081477732e+40,8.19089404202e-05
200,105.562318823,1.00010556241,1.1998,0.47586,4.95827253279e+40,8.20322983072e-05
201,105.783617979,1.00010578371,1.1998,0.47586,4.96573028827e+40,8.21556561123e-05
202,106.004917135,1.00010600501,1.1998,0.45254,4.97318804374e+40,8.22790138355e-05
203,106.210149767,1.00010621025,1.1998,0.45254,4.97993277479e+40,8.23905768184e-05
204,106.415382399,1.00010641548,1.1998,0.45254,4.98667750583e+40,8.25021397326e-05
205,106.620615032,1.00010662071,1.1998,0.45254,4.99342223688e+40,8.26137025781e-05
206,106.825847664,1.00010682595,1.1998,0.45254,5.00016696792e+40,8.27252653549e-05
207,107.031080296,1.00010703118,1.1998,0.45254,5.00691169897e+40,8.28368280631e-05
208,107.236312929,1.00010723641,1.1998,0.45254,5.01365643001e+40,8.29483907026e-05
209,107.441545561,1.00010744165,1.1998,0.45254,5.02040116106e+40,8.30599532734e-05
210,107.646778193,1.00010764688,1.1998,0.45254,5.0271458921e+40,8.31715157755e-05
211,107.852010825,1.00010785211,1.1998,0.45254,5.03389062315e+40,8.32830782089e-05
212,108.057243458,1.00010805735,1.1998,0.43036,5.04063535419e+40,8.33946405736e-05
213,108.24757414,1.00010824768,1.1998,0.43036,5.04673523404e+40,8.34955360175e-05
214,108.437904823,1.00010843801,1.1998,0.43036,5.05283511388e+40,8.35964314037e-05
215,108.628235505,1.00010862835,1.1998,0.43036,5.05893499373e+40,8.36973267323e-05
216,108.818566188,1.00010881868,1.1998,0.43036,5.06503487357e+40,8.37982220033e-05
217,109.00889687,1.00010900902,1.1998,0.43036,5.07113475341e+40,8.38991172166e-05
218,109.199227553,1.00010919935,1.1998,0.43036,5.07723463326e+40,8.40000123724e-05
219,109.389558235,1.00010938968,1.1998,0.43036,5.0833345131e+40,8.41009074706e-05
220,109.579888918,1.00010958002,1.1998,0.43036,5.08943439294e+40,8.42018025111e-05
221,109.7702196,1.00010977035,1.1998,0.40927,5.09553427279e+40,8.43026974941e-05
222,109.946732245,1.00010994687,1.1998,0.40927,5.10105095619e+40,8.439394552e-05
223,110.123244891,1.00011012338,1.1998,0.40927,5.10656763959e+40,8.44851934975e-05
224,110.299757536,1.0001102999,1.1998,0.40927,5.112084323e+40,8.45764414267e-05
225,110.476270182,1.00011047642,1.1998,0.40927,5.1176010064e+40,8.46676893076e-05
226,110.652782827,1.00011065293,1.1998,0.40927,5.1231176898e+40,8.47589371402e-05
227,110.829295473,1.00011082945,1.1998,0.40927,5.12863437321e+40,8.48501849245e-05
228,111.005808118,1.00011100597,1.1998,0.40927,5.13415105661e+40,8.49414326604e-05
229,111.182320763,1.00011118248,1.1998,0.40927,5.13966774001e+40,8.50326803481e-05
230,111.358833409,1.000111359,1.1998,0.40927,5.14518442341e+40,8.51239279874e-05
231,111.535346054,1.00011153551,1.1998,0.38922,5.15070110682e+40,8.52151755784e-05
232,111.699047939,1.00011169922,1.1998,0.38922,5.1556903534e+40,8.52976986456e-05
233,111.862749823,1.00011186292,1.1998,0.38922,5.16067959998e+40,8.53802216722e-05
234,112.026451708,1.00011202662,1.1998,0.38922,5.16566884655e+40,8.54627446584e-05
235,112.190153592,1.00011219032,1.1998,0.38922,5.17065809313e+40,8.5545267604e-05
236,112.353855477,1.00011235402,1.1998,0.38922,5.17564733971e+40,8.56277905091e-05
237,112.517557361,1.00011251772,1.1998,0.38922,5.18063658629e+40,8.57103133737e-05
238,112.681259246,1.00011268143,1.1998,0.38922,5.18562583287e+40,8.57928361977e-05
239,112.844961131,1.00011284513,1.1998,0.38922,5.19061507945e+40,8.58753589812e-05
240,113.008663015,1.00011300883,1.1998,0.37014,5.19560432603e+40,8.59578817242e-05
241,113.160476373,1.00011316065,1.1998,0.37014,5.20011656397e+40,8.60325141656e-05
242,113.312289732,1.00011331246,1.1998,0.37014,5.20462880191e+40,8.6107146573e-05
243,113.46410309,1.00011346428,1.1998,0.37014,5.20914103986e+40,8.61817789464e-05
244,113.615916448,1.0001136161,1.1998,0.37014,5.2136532778e+40,8.62564112858e-05
245,113.767729807,1.00011376792,1.1998,0.37014,5.21816551574e+40,8.63310435912e-05
246,113.919543165,1.00011391973,1.1998,0.37014,5.22267775368e+40,8.64056758626e-05
247,114.071356523,1.00011407155,1.1998,0.37014,5.22718999162e+40,8.64803081001e-05
248,114.223169882,1.00011422337,1.1998,0.37014,5.23170222957e+40,8.65549403035e-05
249,114.37498324,1.00011437519,1.1998,0.37014,5.23621446751e+40,8.6629572473e-05
250,114.526796598,1.000114527,1.1997,0.35201,5.24072670545e+40,8.67042046085e-05
251,114.667596817,1.0001146678,1.1997,0.35201,5.24480754131e+40,8.67717008964e-05
252,114.808397036,1.0001148086,1.1997,0.35201,5.24888837717e+40,8.68391971558e-05
253,114.949197254,1.00011494939,1.1997,0.35201,5.25296921303e+40,8.69066933867e-05
254,115.089997473,1.00011509019,1.1997,0.35201,5.25705004889e+40,8.6974189589e-05
255,115.230797692,1.00011523098,1.1997,0.35201,5.26113088475e+40,8.70416857629e-05
256,115.371597911,1.00011537178,1.1997,0.35201,5.26521172061e+40,8.71091819083e-05
257,115.512398129,1.00011551258,1.1997,0.35201,5.26929255647e+40,8.71766780251e-05
258,115.653198348,1.00011565337,1.1997,0.35201,5.27337339233e+40,8.72441741135e-05
259,115.793998567,1.00011579417,1.1997,0.35201,5.27745422819e+40,8.73116701733e-05
260,115.934798785,1.00011593496,1.1997,0.33476,5.28153506405e+40,8.73791662047e-05
261,116.065377132,1.00011606554,1.1997,0.33476,5.28522574379e+40,8.74402086995e-05
262,116.195955479,1.00011619611,1.1997,0.33476,5.28891642354e+40,8.75012511704e-05
263,116.326533826,1.00011632669,1.1997,0.33476,5.29260710329e+40,8.75622936174e-05
264,116.457112173,1.00011645726,1.1997,0.33476,5.29629778304e+40,8.76233360405e-05
265,116.58769052,1.00011658784,1.1997,0.33476,5.29998846279e+40,8.76843784397e-05
266,116.718268867,1.00011671841,1.1997,0.33476,5.30367914253e+40,8.7745420815e-05
267,116.848847214,1.00011684899,1.1997,0.33476,5.30736982228e+40,8.78064631663e-05
268,116.979425561,1.00011697956,1.1997,0.33476,5.31106050203e+40,8.78675054938e-05
269,117.110003908,1.00011711014,1.1997,0.31835,5.31475118178e+40,8.79285477973e-05
270,117.231099437,1.00011723123,1.1997,0.31835,5.31808900775e+40,8.79837536296e-05
271,117.352194966,1.00011735233,1.1997,0.31835,5.32142683373e+40,8.80389594419e-05
272,117.473290495,1.00011747342,1.1997,0.31835,5.32476465971e+40,8.8094165234e-05
273,117.594386024,1.00011759452,1.1997,0.31835,5.32810248569e+40,8.81493710062e-05
274,117.715481553,1.00011771562,1.1997,0.31835,5.33144031166e+40,8.82045767582e-05
275,117.836577082,1.00011783671,1.1997,0.31835,5.33477813764e+40,8.82597824903e-05
276,117.957672611,1.00011795781,1.1997,0.31835,5.33811596362e+40,8.83149882022e-05
277,118.07876814,1.0001180789,1.1997,0.31835,5.3414537896e+40,8.83701938941e-05
278,118.199863669,1.0001182,1.1997,0.31835,5.34479161557e+40,8.8425399566e-05
279,118.320959198,1.00011832109,1.1997,0.30275,5.34812944155e+40,8.84806052178e-05
280,118.433263672,1.0001184334,1.1997,0.30275,5.35114814955e+40,8.85305324613e-05
281,118.545568145,1.0001185457,1.1997,0.30275,5.35416685755e+40,8.85804596879e-05
282,118.657872618,1.00011865801,1.1997,0.30275,5.35718556556e+40,8.86303868977e-05
283,118.770177092,1.00011877031,1.1997,0.30275,5.36020427356e+40,8.86803140907e-05
284,118.882481565,1.00011888261,1.1997,0.30275,5.36322298156e+40,8.87302412669e-05
285,118.994786038,1.00011899492,1.1997,0.30275,5.36624168956e+40,8.87801684263e-05
286,119.107090511,1.00011910722,1.1997,0.30275,5.36926039756e+40,8.88300955688e-05
287,119.219394985,1.00011921953,1.1997,0.30275,5.37227910556e+40,8.88800226946e-05
288,119.331699458,1.00011933183,1.1997,0.28792,5.37529781356e+40,8.89299498035e-05
289,119.435854087,1.00011943598,1.1997,0.28792,5.37802791386e+40,8.89751032035e-05
290,119.540008717,1.00011954014,1.1997,0.28792,5.38075801416e+40,8.90202565895e-05
291,119.644163346,1.00011964429,1.1997,0.28792,5.38348811445e+40,8.90654099614e-05
292,119.748317976,1.00011974844,1.1997,0.28792,5.38621821475e+40,8.91105633191e-05
293,119.852472605,1.00011985259,1.1997,0.28792,5.38894831505e+40,8.91557166628e-05
294,119.956627235,1.00011995674,1.1997,0.28792,5.39167841534e+40,8.92008699923e-05
295,120.060781864,1.00012006089,1.1997,0.28792,5.39440851564e+40,8.92460233077e-05
296,120.164936493,1.00012016505,1.1997,0.28792,5.39713861593e+40,8.92911766091e-05
297,120.269091123,1.0001202692,1.1997,0.28792,5.39986871623e+40,8.93363298963e-05
298,120.373245752,1.00012037335,1.1997,0.27381,5.40259881653e+40,8.93814831694e-05
299,120.469838559,1.00012046994,1.1997,0.27381,5.40506790228e+40,8.94223191756e-05
300,120.566431366,1.00012056653,1.1997,0.27381,5.40753698803e+40,8.94631551699e-05
301,120.663024172,1.00012066312,1.1997,0.27381,5.41000607378e+40,8.95039911524e-05
302,120.759616979,1.00012075971,1.1997,0.27381,5.41247515953e+40,8.95448271231e-05
303,120.856209786,1.0001208563,1.1997,0.27381,5.41494424528e+40,8.95856630819e-05
304,120.952802592,1.00012095289,1.1997,0.27381,5.41741333103e+40,8.96264990289e-05
305,121.049395399,1.00012104948,1.1997,0.27381,5.41988241678e+40,8.96673349641e-05
306,121.145988206,1.00012114607,1.1997,0.27381,5.42235150253e+40,8.97081708875e-05
307,121.242581012,1.00012124266,1.1997,0.26039,5.42482058828e+40,8.9749006799e-05
308,121.332160233,1.00012133224,1.1997,0.26039,5.42705361446e+40,8.97859382401e-05
